,log2FoldChange,padj,baseMean,name
ENSG00000240048,1.519851891,0.272438881,2.213016021,
ENSG00000152582,1.519821667,0.199374948,5.447940464,
ENSG00000141140,1.519227615,3.48E-06,953.860418,
ENSG00000261741,1.519173016,NA,0.380941884,
ENSG00000126709,1.518372165,0.000108997,15942.36488,
ENSG00000211699,1.518285537,0.010296504,34.4120691,
ENSG00000028137,1.51813404,0.006783695,1896.060814,
ENSG00000183935,1.518108365,0.087777512,7.549168501,
ENSG00000270733,1.517786927,0.342123899,2.016982917,
ENSG00000212932,1.517667974,0.000407543,44.36751621,
ENSG00000081087,1.517385973,7.66E-05,1387.428748,
ENSG00000142166,1.517049573,1.74E-06,4238.205611,
ENSG00000155097,1.517001467,6.85E-06,1276.560085,
ENSG00000181031,1.516991183,0.002517534,38.39416659,
ENSG00000183808,1.516526242,5.09E-08,678.2926748,
ENSG00000201998,1.515974281,0.239345836,2.493494433,
ENSG00000144410,1.514764991,0.328332208,3.229356645,
ENSG00000166750,1.514331424,0.178652787,2503.532495,
ENSG00000273314,1.514296958,0.012186996,13.95792357,
ENSG00000181847,1.513976436,0.020003503,63.87017034,
ENSG00000224650,1.513953985,0.014475152,30382.04726,
ENSG00000145982,1.513722869,0.000728662,320.6770502,
ENSG00000092009,1.513633681,0.376764752,7.470443366,
ENSG00000230626,1.512666322,0.002859548,28.95001792,
ENSG00000233276,1.512281606,3.01E-09,3204.151403,
ENSG00000116857,1.512173229,3.34E-08,716.5949581,
ENSG00000167220,1.512160229,1.20E-05,363.4741444,
ENSG00000005100,1.512144221,9.14E-05,822.673107,
ENSG00000141499,1.511961215,1.70E-05,421.5464576,
ENSG00000089847,1.511663817,0.053770868,28.04911759,
ENSG00000125910,1.511621388,0.000155967,603.6789288,
ENSG00000106462,1.511331398,0.000282226,2008.055327,
ENSG00000168005,1.511300423,1.28E-05,538.7807555,
ENSG00000151366,1.511264674,0.00050598,206.5051077,
ENSG00000106290,1.511222844,1.27E-05,535.1280584,
ENSG00000006125,1.511149414,0.000146133,3515.26676,
ENSG00000005022,1.511145889,1.56E-05,9199.910911,
ENSG00000256950,1.511026381,0.435249638,0.835185895,
ENSG00000175782,1.510766181,7.33E-09,370.6161048,
ENSG00000081181,1.510531691,0.002315482,43.56879468,
ENSG00000224611,1.510445114,0.411765333,1.805820253,
ENSG00000196227,1.510180179,8.48E-08,849.1458936,
ENSG00000250566,1.509940712,0.439425599,0.86356408,
ENSG00000224609,1.509551439,0.321840279,14.6553203,
ENSG00000180178,1.509494228,0.42626187,1.322249626,
ENSG00000153283,1.509345838,0.000944615,223.1171661,
ENSG00000132591,1.509161647,1.14E-07,914.0954346,
ENSG00000254531,1.50896785,0.000218179,96.60513505,
ENSG00000136450,1.508493026,1.18E-09,5795.870353,
ENSG00000011478,1.508421926,5.01E-07,614.8442894,
ENSG00000139344,1.508160581,0.0029775,25.04313984,
ENSG00000065154,1.507678274,0.000757655,1358.611851,
ENSG00000236698,1.507074959,0.000886748,530.1525004,
ENSG00000160818,1.507068715,1.33E-05,833.7432994,
ENSG00000162878,1.506676715,0.410211942,0.907186264,
ENSG00000213123,1.506307189,0.080041948,12.53469891,
ENSG00000184378,1.505848712,0.188034163,3.738849676,
ENSG00000270505,1.505628246,0.044738568,1379.91089,
ENSG00000147804,1.505389631,0.01370031,142.5005061,
ENSG00000138316,1.504388952,0.423596061,1.633945903,
ENSG00000180644,1.50394204,0.150804609,25.31160174,
ENSG00000117419,1.503823106,1.93E-08,564.2068568,
ENSG00000136367,1.5036855,0.020344206,37.96868657,
ENSG00000255035,1.503538437,0.432484411,0.56696989,
ENSG00000176340,1.502786657,1.05E-06,1279.920544,
ENSG00000088543,1.502696313,1.62E-06,97.0322436,
ENSG00000188060,1.502517635,0.340563485,2.450547821,
ENSG00000206168,1.501636177,0.372483916,1.276509915,
ENSG00000120280,1.500992063,2.05E-06,451.8980625,
ENSG00000065150,1.500274759,5.73E-08,5693.323563,
ENSG00000226377,1.500245342,0.027703177,14.53664611,
ENSG00000103544,1.499882444,2.73E-05,1234.533659,
ENSG00000204623,1.49919501,0.011032873,184.584715,
ENSG00000182325,1.498747439,1.12E-05,402.7172112,
ENSG00000213300,1.498700584,1.23E-05,1160.834932,
ENSG00000130270,1.498103528,0.00064169,49.54748126,
ENSG00000133878,1.498083472,0.208931341,35.44220073,
ENSG00000241597,1.497724061,NA,0.37524892,
ENSG00000233852,1.497680816,0.44339519,0.742094199,
ENSG00000121691,1.497345788,0.000134348,1239.17821,
ENSG00000267060,1.496889868,0.066732984,11.18574778,
ENSG00000160352,1.49661315,0.00061393,464.8110182,
ENSG00000226180,1.496356561,0.013634643,32.87205426,
ENSG00000231244,1.496178032,0.042193435,8.552676112,
ENSG00000146223,1.496130116,1.18E-05,3513.596829,
ENSG00000121766,1.496098363,8.67E-11,477.338452,
ENSG00000005469,1.495201834,6.90E-06,189.1767425,
ENSG00000272093,1.494639566,0.001806942,74.63855491,
ENSG00000125449,1.494338307,0.000398881,243.0404655,
ENSG00000225392,1.493707973,0.310308098,2.726651138,
ENSG00000232727,1.49323171,0.413861517,0.966182037,
ENSG00000049656,1.492805389,2.68E-06,11515.25757,
ENSG00000143537,1.492761488,0.00014173,514.044642,
ENSG00000188554,1.492264678,0.000689067,2739.777331,
ENSG00000122435,1.492072271,2.33E-06,427.3055327,
ENSG00000265356,1.49173676,0.386945807,3.769263277,
ENSG00000078070,1.491330292,0.00017766,433.8859182,
ENSG00000123268,1.491060872,1.10E-06,734.3668281,
ENSG00000234072,1.491017345,0.01501166,106.4937852,
ENSG00000141098,1.49061654,2.39E-06,231.4438889,
ENSG00000147533,1.490064148,7.29E-05,1135.586065,
ENSG00000085719,1.489674997,3.11E-05,3118.844067,
ENSG00000270917,1.489522497,0.277908115,2.172640667,
ENSG00000099364,1.489490278,0.000989647,320.3383908,
ENSG00000205683,1.489477538,0.006691564,95.89338711,
ENSG00000227800,1.489172575,0.080831265,23.88127235,
ENSG00000272092,1.488772963,0.018677216,14.95404493,
ENSG00000100036,1.488582286,0.073356888,41.70585173,
ENSG00000116983,1.488531261,0.208647303,4.549003819,
ENSG00000162377,1.488452904,0.000481418,398.1390553,
ENSG00000255993,1.488358501,0.017452715,17.65642155,
ENSG00000236662,1.487923956,0.276182886,2.24722898,
ENSG00000272323,1.48784308,0.30741419,2.098978525,
ENSG00000155621,1.487836332,7.27E-08,193.7582554,
ENSG00000213608,1.487658786,0.446931788,0.751568744,
ENSG00000259531,1.487531049,0.256448699,3.064535024,
ENSG00000185105,1.486811583,0.365171357,1.43720629,
ENSG00000181638,1.486800973,1.05E-05,91.42556388,
ENSG00000252213,1.486445961,0.405625208,1.131480365,
ENSG00000182973,1.485930137,1.04E-08,761.3064936,
ENSG00000272288,1.485648127,0.024124716,35.27984769,
ENSG00000105229,1.485247131,9.52E-05,459.8329275,
ENSG00000170037,1.485152701,1.37E-06,677.9142097,
ENSG00000160953,1.484967613,6.84E-08,540.4337388,
ENSG00000105341,1.484489618,6.21E-08,669.7997127,
ENSG00000251287,1.484458717,0.016840386,22.85743905,
ENSG00000240972,1.484384253,0.361570142,2.135176259,
ENSG00000059377,1.48426786,0.034215517,1011.214641,
ENSG00000260103,1.484264099,0.077117128,12.99621697,
ENSG00000271662,1.484178359,0.076394177,16.52847791,
ENSG00000243323,1.484167368,0.048248721,82.82327077,
ENSG00000236358,1.4836487,0.248418586,3.553787326,
ENSG00000153406,1.483407222,6.33E-08,417.1975787,
ENSG00000171793,1.483089256,1.17E-06,1164.449438,
ENSG00000090674,1.482998652,0.001155023,286.6075448,
ENSG00000241255,1.482740862,0.07684131,14.16354642,
ENSG00000130529,1.481879288,0.133154095,21.47736469,
ENSG00000177943,1.48176151,0.015519459,177.8928858,
ENSG00000196664,1.481118469,0.016373129,2846.549707,
ENSG00000013392,1.480434646,7.16E-05,475.0024607,
ENSG00000173227,1.480264085,0.44934343,0.585785654,
ENSG00000248243,1.479709832,0.032802579,15.16617334,
ENSG00000264222,1.479366516,0.179345303,3.945583161,
ENSG00000257243,1.479132977,0.353920529,1.588052795,
ENSG00000174891,1.478577356,1.05E-06,558.5375244,
ENSG00000239392,1.476673263,0.448283994,0.475669466,
ENSG00000258704,1.476672729,0.050008835,46.27157462,
ENSG00000142507,1.476456788,5.19E-07,2842.97667,
ENSG00000269392,1.476169047,0.388145186,1.728202622,
ENSG00000101890,1.475882257,0.446039525,0.901041289,
ENSG00000267515,1.475393119,NA,0.346801594,
ENSG00000270996,1.475229794,0.445456658,0.568297076,
ENSG00000163666,1.474822422,0.063317629,13.08810863,
ENSG00000271707,1.474785053,NA,0.404979388,
ENSG00000104375,1.474728122,6.98E-07,190.5227462,
ENSG00000131174,1.474120508,0.045258462,5167.545079,
ENSG00000133027,1.473874383,1.52E-05,183.3960548,
ENSG00000155636,1.473396077,7.64E-08,434.1626377,
ENSG00000268357,1.473323616,0.168838044,12.79407912,
ENSG00000102096,1.472710395,2.12E-05,33589.91987,
ENSG00000102109,1.472172751,NA,0.289204072,
ENSG00000229912,1.472172751,NA,0.289204072,
ENSG00000103502,1.471400574,0.000278243,827.7072198,
ENSG00000234720,1.471341285,0.410071019,1.247502286,
ENSG00000141968,1.471261506,1.81E-05,2835.52231,
ENSG00000247077,1.470907045,3.75E-07,992.3904863,
ENSG00000224183,1.470800235,2.88E-05,69.65019483,
ENSG00000212123,1.47079728,0.027788199,21.72878508,
ENSG00000145332,1.470759841,4.13E-08,550.4841914,
ENSG00000152359,1.469808724,1.74E-08,435.4315078,
ENSG00000170906,1.4685829,2.36E-05,1276.476149,
ENSG00000124523,1.468363737,5.33E-05,219.6554936,
ENSG00000265490,1.467262065,0.255067374,2.421605934,
ENSG00000185651,1.467082052,5.50E-08,2974.545156,
ENSG00000111859,1.467006613,0.000799456,1325.486891,
ENSG00000224728,1.466332977,0.210676095,3.00494163,
ENSG00000211879,1.465800129,0.395359083,1.244354537,
ENSG00000228294,1.465116837,0.448261455,0.605745127,
ENSG00000266643,1.465029775,NA,0.370923839,
ENSG00000180389,1.464624847,0.081342618,15.91005253,
ENSG00000265401,1.464455483,0.322501852,2.280962132,
ENSG00000253470,1.464257347,0.419944883,2.232524143,
ENSG00000236153,1.464159457,NA,0.313027415,
ENSG00000237281,1.464159457,NA,0.313027415,
ENSG00000134278,1.464061964,0.00433711,44.30206607,
ENSG00000260978,1.464038127,NA,0.373984481,
ENSG00000267113,1.463726255,0.030625905,11.43221885,
ENSG00000265778,1.463725991,0.289902981,3.092690283,
ENSG00000214401,1.463415781,0.272809969,48.25765485,
ENSG00000198331,1.463414918,2.56E-07,304.2667135,
ENSG00000145882,1.46329169,0.005880897,167.1829817,
ENSG00000101856,1.463261098,8.16E-05,657.6632468,
ENSG00000235912,1.462423871,0.00484298,20.90517639,
ENSG00000183155,1.462202449,7.51E-08,413.027146,
ENSG00000259397,1.462134641,0.440753156,0.79264757,
ENSG00000227745,1.461964452,0.453602435,0.513778009,
ENSG00000100266,1.461907686,3.51E-05,810.5533752,
ENSG00000270021,1.461470989,0.318382666,2.651739201,
ENSG00000184743,1.461146315,1.03E-07,1809.584969,
ENSG00000175221,1.460239888,0.000208596,1034.83061,
ENSG00000164284,1.460205556,0.000171057,565.2895849,
ENSG00000223510,1.459919559,0.140707966,8.549975692,
ENSG00000165390,1.459912608,NA,0.286246873,
ENSG00000235121,1.459889125,0.455182554,0.877251258,
ENSG00000239819,1.459302663,0.002948548,2423.872291,
ENSG00000258451,1.459170296,0.452311597,0.835488997,
ENSG00000182585,1.458119353,0.454475503,0.46691586,
ENSG00000203546,1.45802402,0.192186559,6.243699903,
ENSG00000267432,1.457529589,0.452390868,0.743297517,
ENSG00000161298,1.457371976,0.004186751,70.15346012,
ENSG00000228544,1.456649973,0.010972427,38.50210692,
ENSG00000270168,1.456615897,0.455002661,0.469976502,
ENSG00000153162,1.456419536,0.01438361,282.0640071,
ENSG00000125995,1.456382145,0.021712094,1133.682715,
ENSG00000167333,1.456315952,0.001035539,256.7153949,
ENSG00000258798,1.45597622,0.452259644,1.007849865,
ENSG00000102539,1.455792715,NA,0.282032508,
ENSG00000250899,1.455792715,NA,0.282032508,
ENSG00000213197,1.455379616,NA,0.422666707,
ENSG00000234130,1.455211273,0.076997139,6.540652652,
ENSG00000239705,1.455082263,0.338526885,1.98488428,
ENSG00000197345,1.455061336,5.08E-05,788.3237607,
ENSG00000253896,1.454472733,NA,0.278250928,
ENSG00000101608,1.454411102,1.85E-07,4401.281893,
ENSG00000109667,1.454332705,0.063088978,33.43542267,
ENSG00000242756,1.454314616,0.456303317,0.524691309,
ENSG00000223460,1.453944127,NA,0.289274944,
ENSG00000147099,1.453719915,8.00E-08,327.2022421,
ENSG00000229204,1.453507139,0.054591687,12.20251066,
ENSG00000259010,1.453304162,0.159988949,5.963567306,
ENSG00000253870,1.453197042,0.052209499,71.15855918,
ENSG00000228169,1.452920092,0.338331933,1.624789895,
ENSG00000213790,1.451792072,0.005388913,35.77376181,
ENSG00000170348,1.451700898,8.85E-05,13912.98253,
ENSG00000102181,1.451110924,0.001967515,1205.853424,
ENSG00000255114,1.451006758,0.438595953,1.129528552,
ENSG00000160803,1.450908303,7.86E-06,1256.855577,
ENSG00000168916,1.450487856,0.017050361,251.7421268,
ENSG00000099899,1.450429173,1.56E-06,788.1671176,
ENSG00000230812,1.450060158,0.031275512,212.964708,
ENSG00000215533,1.449957518,0.325258467,1.860298966,
ENSG00000130377,1.44956796,0.279766532,2.277957303,
ENSG00000152213,1.44906403,0.00227336,105.5835587,
ENSG00000138303,1.449027513,2.55E-07,852.7785761,
ENSG00000205208,1.448940161,0.000343751,708.2409611,
ENSG00000189013,1.448783129,0.375693939,15.51617968,
ENSG00000137210,1.448774039,0.016724792,1338.230343,
ENSG00000162390,1.448683025,0.389139524,1.709922138,
ENSG00000233975,1.4483883,0.377301898,5.264729995,
ENSG00000163879,1.448314217,0.3485434,1.340234071,
ENSG00000272862,1.448108883,0.457820849,0.474586616,
ENSG00000170356,1.447989481,0.018624949,79.48251864,
ENSG00000003400,1.44771382,5.50E-05,4231.43086,
ENSG00000147119,1.447620363,0.002602825,43.04273103,
ENSG00000232654,1.447528119,0.457820849,0.761506712,
ENSG00000162723,1.447434871,0.457390451,0.455781127,
ENSG00000249359,1.447284123,0.458320139,0.636817566,
ENSG00000200237,1.447238451,0.460029178,0.460339383,
ENSG00000251111,1.447122928,0.451907731,0.469691469,
ENSG00000182083,1.446693425,NA,0.308702334,
ENSG00000225918,1.446693425,NA,0.308702334,
ENSG00000165325,1.446591924,NA,0.279729527,
ENSG00000104804,1.446565067,0.122869655,10.33330198,
ENSG00000113525,1.446542735,0.442112336,0.72927293,
ENSG00000223662,1.446518529,0.453859869,1.11277888,
ENSG00000130312,1.446449757,0.000898644,734.7053564,
ENSG00000114353,1.446440085,0.000745573,8542.423832,
ENSG00000252412,1.446265018,0.455168923,0.978176918,
ENSG00000253963,1.445801252,0.370283369,5.991124463,
ENSG00000273030,1.445772789,NA,0.290753544,
ENSG00000105171,1.445599242,2.00E-11,1042.414412,
ENSG00000215319,1.44548261,0.407216836,1.359053695,
ENSG00000233924,1.444638984,0.434598973,0.73880326,
ENSG00000057294,1.444620737,0.459085995,1.200087445,
ENSG00000115282,1.444201523,4.87E-08,684.2342284,
ENSG00000176115,1.443937494,0.447196035,1.075711007,
ENSG00000106537,1.443880654,0.000159493,1241.249003,
ENSG00000214597,1.443425685,0.401990481,1.148295785,
ENSG00000090776,1.44314324,0.017944953,53.04410551,
ENSG00000211843,1.44300112,NA,0.2619056,
ENSG00000242990,1.44300112,NA,0.2619056,
ENSG00000253943,1.44300112,NA,0.2619056,
ENSG00000183742,1.442978335,0.039135049,847.1413572,
ENSG00000246898,1.44260432,0.159796414,5.239804971,
ENSG00000117682,1.442527778,6.65E-10,1238.922349,
ENSG00000170310,1.442129568,1.56E-05,561.6921378,
ENSG00000240505,1.442010858,0.000258812,1995.847676,
ENSG00000147687,1.441649397,0.000251933,403.9683001,
ENSG00000068366,1.441361753,4.98E-05,3210.946256,
ENSG00000269378,1.441035765,0.001365304,1301.249218,
ENSG00000230733,1.440862604,0.001344366,92.98268182,
ENSG00000165416,1.440748143,1.05E-09,1637.65276,
ENSG00000164707,1.440477767,0.129622309,13.61467013,
ENSG00000156959,1.440311373,0.461550421,0.535781257,
ENSG00000080824,1.440277324,0.000274171,23538.97384,
ENSG00000167705,1.440139235,0.002472034,163.877221,
ENSG00000250537,1.439903931,0.459453328,0.60194425,
ENSG00000168658,1.439745216,0.454997861,0.498912538,
ENSG00000155099,1.439549862,2.21E-06,287.630129,
ENSG00000235109,1.439448493,0.000165306,61.71646604,
ENSG00000230993,1.439420816,0.462548205,0.636268524,
ENSG00000132846,1.438868007,0.00854647,126.6876726,
ENSG00000142632,1.438063175,0.002135877,144.3340225,
ENSG00000259605,1.437824959,0.128388736,21.94287629,
ENSG00000196503,1.437726493,0.337970439,3.379129405,
ENSG00000255237,1.437709038,0.380065022,1.424729354,
ENSG00000237211,1.437625735,NA,0.422628999,
ENSG00000229530,1.437484159,0.451183423,0.645697565,
ENSG00000204828,1.437093164,0.238568318,9.268310282,
ENSG00000254077,1.436706339,0.416864921,3.576351718,
ENSG00000233509,1.436534047,0.380164073,1.877433161,
ENSG00000023608,1.436194487,1.04E-05,133.2992817,
ENSG00000184117,1.436073463,9.55E-05,497.6964009,
ENSG00000136731,1.436032511,0.000339154,5088.947815,
ENSG00000226328,1.435938124,0.002717437,123.1567925,
ENSG00000236764,1.435915365,0.37145341,1.935613567,
ENSG00000215347,1.435789877,0.357571153,1.814347099,
ENSG00000254858,1.435679295,0.001807555,484.6536293,
ENSG00000230756,1.435674173,0.004239329,120.2100152,
ENSG00000130517,1.435580713,1.10E-06,777.9984399,
ENSG00000272969,1.435341864,0.436625228,1.274559214,
ENSG00000155506,1.434681163,0.000606808,8496.64291,
ENSG00000185475,1.434637501,2.62E-06,641.321868,
ENSG00000261462,1.43458037,NA,0.276883045,
ENSG00000164171,1.434305619,0.014906214,77.8942465,
ENSG00000235106,1.434246812,0.00073568,276.4318002,
ENSG00000168274,1.434051325,0.048148812,37.11786893,
ENSG00000271676,1.433720755,0.457976552,1.119439377,
ENSG00000119946,1.433633644,NA,0.290856987,
ENSG00000140650,1.433470545,4.28E-08,890.4580306,
ENSG00000068438,1.433347848,5.99E-09,1782.529708,
ENSG00000236848,1.43319792,0.448068841,0.743772289,
ENSG00000249988,1.433184003,0.374243647,6.734427162,
ENSG00000124743,1.433045481,0.463120735,0.747514084,
ENSG00000110675,1.432991467,NA,0.235125058,
ENSG00000132554,1.432991467,NA,0.235125058,
ENSG00000170775,1.432991467,NA,0.235125058,
ENSG00000270553,1.432991467,NA,0.235125058,
ENSG00000114904,1.432930821,9.40E-06,761.4132738,
ENSG00000213005,1.432208196,NA,0.38861264,
ENSG00000253874,1.432208196,NA,0.38861264,
ENSG00000224699,1.432080807,0.07548542,19.85220904,
ENSG00000182504,1.431600722,2.34E-06,1092.746634,
ENSG00000248546,1.430392789,0.412986002,1.274729952,
ENSG00000005893,1.430212647,0.000171637,4644.222449,
ENSG00000259268,1.43005484,NA,0.390082484,
ENSG00000179300,1.429997252,NA,0.28358198,
ENSG00000141560,1.429986181,3.04E-06,894.4467,
ENSG00000213601,1.42950815,NA,0.272557964,
ENSG00000237501,1.42950815,NA,0.272557964,
ENSG00000262339,1.42950815,NA,0.272557964,
ENSG00000269811,1.42950815,NA,0.272557964,
ENSG00000273081,1.428900268,0.040601216,17.05338148,
ENSG00000226666,1.428720273,0.130839044,5.188530903,
ENSG00000092208,1.42719015,0.001490918,332.7912355,
ENSG00000227781,1.427069096,0.30065739,3.37875896,
ENSG00000105518,1.426365136,0.000678269,351.2977012,
ENSG00000165181,1.426087418,0.466379113,1.108761958,
ENSG00000111674,1.426004125,6.50E-06,852.0046658,
ENSG00000031698,1.425778581,4.32E-06,4631.867538,
ENSG00000242485,1.425690163,2.58E-12,1322.779561,
ENSG00000254036,1.42567027,0.466495686,0.575064415,
ENSG00000100298,1.425268258,0.003891882,57.74296275,
ENSG00000182173,1.425203749,0.00093187,406.9786819,
ENSG00000160469,1.425083153,0.109633695,7.724335933,
ENSG00000169598,1.424684226,6.44E-07,236.0525058,
ENSG00000158850,1.424595018,3.67E-08,4017.125073,
ENSG00000246465,1.424116499,0.409631249,1.274539927,
ENSG00000144852,1.423791779,0.328652669,1.567403816,
ENSG00000271769,1.423305151,0.063388153,7.321677849,
ENSG00000261635,1.422820687,NA,0.277707427,
ENSG00000264314,1.422820687,NA,0.277707427,
ENSG00000271635,1.422820687,NA,0.277707427,
ENSG00000163464,1.422176574,0.45500012,0.705283097,
ENSG00000165072,1.421071234,0.467967071,0.543233702,
ENSG00000079819,1.421024281,0.00182864,559.7255471,
ENSG00000184162,1.421001064,9.41E-06,217.4369032,
ENSG00000183431,1.420961558,8.46E-05,2454.098015,
ENSG00000103932,1.420716758,0.000173084,757.0743918,
ENSG00000121289,1.420502131,0.001099855,209.6658728,
ENSG00000138594,1.420129014,0.000150552,1171.137804,
ENSG00000167904,1.419952588,0.000191267,486.127718,
ENSG00000177352,1.419635823,0.002725769,350.03407,
ENSG00000267595,1.419631202,0.189557305,7.482997706,
ENSG00000268856,1.418025567,0.422135753,1.131058865,
ENSG00000169900,1.41802364,0.464814751,0.685243655,
ENSG00000165171,1.417875787,0.41982387,2.929369867,
