ID,log2FC,FDR
ENSG00000181350.11,-0.124830556,0.295984584
ENSG00000100565.15,-0.85290611,9.29E-07
ENSG00000204052.4,1.812858572,4.98E-26
ENSG00000033122.18,-0.748542502,1.39E-12
ENSG00000214954.8,0.251006536,0.096618172
ENSG00000188993.3,-0.963139545,9.61E-13
ENSG00000127399.14,1.051536792,3.99E-31
ENSG00000129295.8,0.74055149,2.01E-06
ENSG00000108829.9,1.130008332,4.51E-39
ENSG00000180979.9,-0.170065357,0.000815175
ENSG00000161328.10,1.665907359,4.32E-25
ENSG00000183908.5,0.551291963,0.000431361
ENSG00000162763.3,0.490587808,0.003185685
ENSG00000148948.7,-0.813320193,1.08E-05
ENSG00000131409.12,-1.509709415,2.14E-26
ENSG00000137821.11,-0.439016776,3.20E-06
ENSG00000171962.17,-0.33891568,0.016771927
ENSG00000130764.9,0.094783994,0.053518555
ENSG00000141294.9,1.6982508,2.72E-21
ENSG00000169683.7,1.435766589,1.08E-36
ENSG00000158113.12,-0.297832146,0.131652402
ENSG00000116212.14,0.51729051,6.26E-16
ENSG00000132128.16,0.184329478,9.09E-05
ENSG00000066557.5,-0.100244174,0.195959469
ENSG00000128594.7,-0.167286577,0.212433706
ENSG00000122477.12,-0.194154015,0.080851389
ENSG00000162494.5,-2.504514325,4.63E-45
ENSG00000185158.12,-0.240718621,0.000929874
ENSG00000176809.10,0.277026406,0.017152777
ENSG00000238083.7,-0.297013155,0.000503233
ENSG00000176681.14,-0.417197277,0.000103591
ENSG00000159708.17,0.508476432,0.000495628
ENSG00000171757.15,-1.273912542,4.50E-46
ENSG00000137507.11,-0.604239102,4.69E-09
ENSG00000114248.9,0.759549165,0.114330976
ENSG00000160233.7,-0.513912074,2.26E-07
ENSG00000125122.14,-0.320607349,0.000197496
ENSG00000168904.14,-0.608914894,2.83E-23
ENSG00000148814.17,0.264215643,0.000916944
ENSG00000184709.7,1.236406966,7.11E-05
ENSG00000254402.6,1.200343063,3.77E-15
ENSG00000010626.14,0.38063935,9.15E-06
ENSG00000172731.13,0.582053801,8.61E-10
ENSG00000165383.10,-1.256943517,3.34E-12
ENSG00000128606.12,-0.622147108,0.000431076
ENSG00000186648.14,0.568939403,0.000142669
ENSG00000079691.16,0.305626188,0.000193085
ENSG00000172061.8,3.516863909,2.79E-36
ENSG00000185028.3,0.922921815,0.000186337
ENSG00000160959.7,0.56657442,2.36E-14
ENSG00000204950.3,0.632298257,0.003020799
ENSG00000137269.14,0.842448408,1.39E-25
ENSG00000165501.16,0.631457705,3.85E-22
ENSG00000138095.18,0.159331946,0.013738896
ENSG00000163956.10,0.235754803,0.001229906
ENSG00000157193.14,1.135399845,6.99E-16
ENSG00000070018.8,-0.776990073,2.17E-21
ENSG00000162337.11,-0.765159736,7.22E-20
ENSG00000134569.9,-1.734585037,4.09E-51
ENSG00000130881.13,-0.188289944,0.040825364
ENSG00000109771.15,-0.384862802,1.37E-05
ENSG00000081479.12,-0.737822204,0.047303895
ENSG00000168702.16,-2.569622059,5.27E-22
ENSG00000147650.11,-0.427458916,8.89E-05
ENSG00000120256.9,0.29591187,0.000269149
ENSG00000197324.8,-0.117872468,0.124752099
ENSG00000123384.13,-1.596753311,1.88E-63
ENSG00000118308.14,-1.290192267,8.37E-33
ENSG00000148602.5,-0.173276661,0.011384918
ENSG00000139263.11,-1.852478158,3.88E-72
ENSG00000198799.11,-0.355843938,7.32E-10
ENSG00000144749.13,-0.630252153,2.03E-10
ENSG00000121931.15,0.387393782,1.15E-07
ENSG00000155530.2,0.742973875,9.30E-07
ENSG00000171236.9,0.93817407,0.003696681
ENSG00000165379.13,-2.789123543,1.10E-73
ENSG00000173621.8,1.005090713,1.39E-14
ENSG00000126243.8,0.439295456,3.98E-11
ENSG00000156564.8,2.570297104,3.63E-26
ENSG00000128011.4,1.261926673,9.15E-21
ENSG00000204583.9,-1.443168561,1.40E-13
ENSG00000077454.15,0.525256323,1.27E-14
ENSG00000186001.12,-0.405434697,7.62E-21
ENSG00000130224.14,-1.611433952,1.08E-50
ENSG00000136141.14,-0.829992076,2.92E-38
ENSG00000198589.10,0.384657857,0.000790932
ENSG00000121207.11,-1.66749218,2.81E-13
ENSG00000110031.12,0.389100941,5.53E-05
ENSG00000117598.11,2.645777887,7.33E-43
ENSG00000117600.12,-1.406904532,3.99E-38
ENSG00000129951.18,1.031995666,0.005018414
ENSG00000105520.10,0.784436363,5.55E-20
ENSG00000145012.12,-0.981266875,2.42E-39
ENSG00000132793.11,-0.289061229,0.001230107
ENSG00000101577.9,-0.136684484,0.138029429
ENSG00000134324.11,-1.207155329,1.63E-41
ENSG00000123684.12,0.203979261,0.010595273
ENSG00000176454.13,-0.620508154,3.32E-21
ENSG00000111684.10,0.156924832,0.051585667
ENSG00000087253.11,-1.446423943,2.61E-59
ENSG00000153395.9,1.095203955,1.39E-34
ENSG00000139679.15,-1.202126044,1.13E-59
ENSG00000184574.9,0.588054026,2.45E-08
ENSG00000147145.12,-0.72217705,2.88E-09
ENSG00000171517.5,-0.549733421,0.070967908
ENSG00000064547.13,1.306159629,1.54E-47
ENSG00000198121.13,-1.144143445,8.13E-32
ENSG00000198670.11,-0.525966946,0.003175367
ENSG00000138131.3,-2.752148811,1.48E-88
ENSG00000115318.11,0.362465506,5.84E-05
ENSG00000134013.15,0.391050809,0.000976081
ENSG00000129038.15,1.326945173,9.84E-26
ENSG00000167210.16,-1.104205856,1.10E-21
ENSG00000113083.12,-0.255426298,0.088135893
ENSG00000175556.16,-1.908791713,1.46E-52
ENSG00000170500.12,-0.339216273,0.241594029
ENSG00000154359.12,-0.918358053,3.01E-38
ENSG00000102910.13,-0.136419583,0.116418816
ENSG00000196365.11,0.633500334,3.92E-18
ENSG00000139517.7,0.386299955,4.33E-06
ENSG00000072201.13,-0.252011766,0.009896202
ENSG00000113441.15,-0.558339322,1.83E-14
ENSG00000206535.7,-0.675841663,1.15E-17
ENSG00000136944.17,0.869577193,1.95E-05
ENSG00000162761.14,-2.875060051,3.28E-58
ENSG00000142235.8,1.445265205,1.85E-14
ENSG00000164715.5,0.098259326,0.220669971
ENSG00000163380.15,-0.474665056,0.006284237
ENSG00000170807.11,-0.965468516,2.37E-06
ENSG00000178734.5,-2.749424795,9.89E-59
ENSG00000136153.19,0.641514714,4.03E-09
ENSG00000143013.12,-0.402579132,0.002100226
ENSG00000048540.14,-2.336118739,4.26E-39
ENSG00000135363.11,-1.294360608,6.82E-72
ENSG00000185522.8,1.084967314,4.99E-14
ENSG00000152936.10,0.262867876,0.080801725
ENSG00000176619.10,1.335336319,5.72E-48
ENSG00000113368.11,2.428665927,9.31E-73
ENSG00000160789.19,-0.143183395,0.132421067
ENSG00000185621.11,0.491954026,1.86E-09
ENSG00000100258.17,0.26915002,0.000257897
ENSG00000103227.18,0.371705713,1.65E-05
ENSG00000071282.11,-0.397885331,2.93E-05
ENSG00000168216.10,-0.774493855,5.11E-46
ENSG00000139636.15,-0.162318678,0.003408085
ENSG00000105983.19,0.320107916,9.38E-07
ENSG00000114988.11,0.123664122,0.043590317
ENSG00000169223.14,0.82413706,1.61E-32
ENSG00000074695.5,0.250582401,0.000449177
ENSG00000139233.6,0.235354375,1.27E-06
ENSG00000073350.13,1.921264599,1.31E-61
ENSG00000273734.1,0.076882263,0.308498881
ENSG00000171695.10,1.545055687,1.41E-28
ENSG00000271601.3,-1.171536638,5.96E-59
ENSG00000145721.11,1.381876547,4.83E-17
ENSG00000189067.12,-0.225752727,0.001044708
ENSG00000144182.16,-0.56913748,8.86E-34
ENSG00000204020.5,-0.421663991,0.013086452
ENSG00000173239.13,1.358811162,3.42E-16
ENSG00000204021.3,-1.358809516,1.74E-10
ENSG00000204022.9,-1.857269305,9.63E-36
ENSG00000163898.9,0.715199863,0.000208039
ENSG00000101670.11,-0.398399762,0.048042187
ENSG00000182333.14,-0.912374118,0.000176495
ENSG00000166035.10,-1.372852234,1.69E-28
ENSG00000107798.17,-0.459205259,3.33E-10
ENSG00000220008.3,1.004558689,2.50E-08
ENSG00000174482.10,-1.340826491,1.59E-12
ENSG00000169783.12,1.728796042,1.88E-17
ENSG00000232388.4,0.095193641,0.161076883
ENSG00000175701.10,0.155663887,0.210800562
ENSG00000183814.15,0.817371956,1.17E-19
ENSG00000148943.11,-0.07591612,0.286015394
ENSG00000104863.11,0.418818802,6.89E-05
ENSG00000111052.7,-1.428767978,1.64E-13
ENSG00000189308.10,0.192100109,0.003196555
ENSG00000205659.10,-0.254571959,5.97E-07
ENSG00000267796.7,0.354742137,4.49E-10
ENSG00000187772.6,0.661425398,4.54E-06
ENSG00000131914.10,0.849415321,0.000267449
ENSG00000256671.6,-1.281499638,5.41E-26
ENSG00000256977.10,-0.686240059,0.011521778
ENSG00000169756.16,-0.26304904,1.25E-05
ENSG00000182541.17,-0.112755179,0.246507057
ENSG00000106683.14,1.005202629,3.63E-48
ENSG00000203896.9,1.115071821,2.25E-13
ENSG00000136490.8,1.273756137,4.01E-19
ENSG00000144791.9,0.316762942,1.46E-05
ENSG00000064042.17,-1.443068587,2.15E-38
ENSG00000050405.13,-0.820512023,1.25E-23
ENSG00000105370.7,-0.202019881,0.07846538
ENSG00000105609.16,-2.466954654,1.85E-71
ENSG00000186818.12,0.916679258,2.12E-12
ENSG00000131042.13,0.339055687,0.010669365
ENSG00000104972.14,0.661132029,3.59E-08
ENSG00000239961.2,0.959891639,1.72E-06
ENSG00000239998.5,0.199940583,0.187101313
ENSG00000104974.10,-0.484436857,2.73E-05
ENSG00000174405.13,-0.389003213,4.83E-08
ENSG00000005156.11,0.786008919,4.54E-27
ENSG00000105486.13,1.185273369,1.09E-49
ENSG00000128342.4,-1.053995767,8.51E-14
ENSG00000121897.13,-0.638146187,9.65E-29
ENSG00000143355.15,1.119118878,1.61E-08
ENSG00000162624.14,0.510959171,0.041902947
ENSG00000106852.15,-1.954891392,2.34E-70
ENSG00000121454.5,0.416027879,0.002999646
ENSG00000107187.15,0.504255775,1.15E-09
ENSG00000106689.10,2.986989323,3.85E-38
ENSG00000273706.4,1.574657821,2.88E-24
ENSG00000197753.8,2.505026529,5.79E-23
ENSG00000156959.8,-0.914086195,5.80E-05
ENSG00000187416.11,-0.382640412,0.045327704
ENSG00000145685.13,-0.566902357,1.73E-13
ENSG00000182508.13,-0.95202631,6.83E-09
ENSG00000138039.14,-4.310251598,1.06E-87
ENSG00000104826.11,-0.252410142,0.18081628
ENSG00000146166.16,0.811808147,5.80E-07
ENSG00000133067.17,-2.631765618,2.36E-35
ENSG00000139292.12,-0.907877417,6.07E-05
ENSG00000205213.13,-1.690396273,2.63E-48
ENSG00000100600.14,-0.377811958,3.48E-07
ENSG00000168481.8,-0.688425424,0.000622299
ENSG00000108231.11,-2.375493398,1.50E-20
ENSG00000119862.12,-0.480648934,6.26E-10
ENSG00000171916.16,1.037449134,7.67E-05
ENSG00000170298.15,1.184362775,9.06E-05
ENSG00000168961.16,0.690580503,2.66E-09
ENSG00000116977.18,0.35229628,0.000104825
ENSG00000178934.4,-1.782063712,2.42E-11
ENSG00000205076.4,-1.413061486,2.17E-08
ENSG00000171747.8,-1.236181786,1.44E-17
ENSG00000108679.12,0.502441148,1.59E-05
ENSG00000131981.15,-1.066961597,2.16E-29
ENSG00000100097.11,-0.26480181,0.007659685
ENSG00000106003.12,0.391607425,0.012884469
ENSG00000213921.6,0.070851046,0.317269569
ENSG00000050426.15,-0.85285872,1.18E-61
ENSG00000165046.12,0.470670384,0.001455812
ENSG00000168924.14,0.573828429,1.42E-17
ENSG00000213625.8,-0.902849144,1.37E-66
ENSG00000166477.12,0.728517248,1.11E-21
ENSG00000275183.1,0.53490236,4.17E-07
ENSG00000167615.16,-0.547095385,1.13E-10
ENSG00000105617.3,0.470076902,1.29E-06
ENSG00000163352.5,0.690961301,7.08E-06
ENSG00000174106.2,-0.199682685,0.001332642
ENSG00000161904.11,0.602630015,1.88E-28
ENSG00000186007.9,-1.142954279,6.00E-05
ENSG00000197980.11,0.15090416,0.233126269
ENSG00000143768.11,-2.293979691,1.55E-23
ENSG00000138795.9,1.884788624,1.13E-34
ENSG00000145826.8,0.226980338,0.002726672
ENSG00000136110.12,-0.80380349,0.000105514
ENSG00000188636.3,-0.207350323,0.007956434
ENSG00000182195.7,0.316185289,0.010048901
ENSG00000157978.11,0.151961979,0.027808896
ENSG00000179241.12,0.439649442,0.000472348
ENSG00000187942.11,-1.417884574,1.45E-30
ENSG00000203985.10,1.037860241,0.000237067
ENSG00000130164.11,-0.373972497,0.000612771
ENSG00000166816.13,-1.774444147,1.19E-36
ENSG00000111716.12,-1.610134731,2.57E-41
ENSG00000171989.5,-0.92480636,9.88E-11
ENSG00000166800.9,-0.92274798,1.17E-08
ENSG00000134333.13,0.448471923,4.79E-10
ENSG00000122367.19,-1.776550656,1.51E-54
ENSG00000198728.10,0.233618611,6.35E-05
ENSG00000118961.14,-0.13321882,0.174788247
ENSG00000188501.11,1.204935159,9.10E-19
ENSG00000043462.11,0.26292759,0.022109672
ENSG00000136167.13,0.280742542,0.032663711
ENSG00000196233.11,0.179053468,0.070912562
ENSG00000214402.6,-1.033496698,2.50E-07
ENSG00000204001.9,-0.835430897,0.000320354
ENSG00000148346.11,-0.864440302,0.006327195
ENSG00000177984.6,-0.642882542,0.000931962
ENSG00000184925.11,1.166178717,5.93E-08
ENSG00000187922.13,-2.797739745,8.44E-48
ENSG00000160349.9,1.110087807,1.27E-42
ENSG00000168806.7,0.243766848,0.000340504
ENSG00000205629.11,0.725276506,1.24E-30
ENSG00000172954.13,0.636166261,1.60E-19
ENSG00000182866.16,0.337721512,0.095035614
ENSG00000185966.3,0.128965173,0.17012986
ENSG00000163202.4,0.278038469,0.010410376
ENSG00000185962.1,-0.189534075,0.046878757
ENSG00000187173.3,0.185952368,0.030124142
ENSG00000197084.5,-0.558367652,0.005191535
ENSG00000196734.7,0.165274085,0.059828322
ENSG00000213398.7,-1.234156171,7.96E-40
ENSG00000157578.13,0.729780896,7.58E-13
ENSG00000135338.13,-1.445184146,1.88E-56
ENSG00000179528.15,1.514263745,1.27E-30
ENSG00000143815.14,-0.303269339,0.001800898
ENSG00000129988.5,-1.583459857,4.71E-08
ENSG00000162194.12,0.289538607,0.000409833
ENSG00000213626.11,-0.556000135,7.68E-12
ENSG00000204381.11,-0.918877011,4.72E-25
ENSG00000122188.12,-0.354523603,0.121228512
ENSG00000150457.8,-1.014369273,5.12E-44
ENSG00000131023.12,-0.432356861,3.50E-09
ENSG00000086730.16,0.734142868,3.10E-14
ENSG00000213658.10,0.447432158,0.001407795
ENSG00000002834.17,0.488136905,6.87E-08
ENSG00000001497.16,0.478206076,7.95E-22
ENSG00000011376.9,0.289494325,3.68E-07
ENSG00000133706.17,-0.070030287,0.247903005
ENSG00000174720.15,-0.134939639,0.005022801
ENSG00000166173.10,-1.820573514,6.43E-80
ENSG00000107929.14,0.470053188,5.52E-19
ENSG00000161813.20,0.458201543,5.45E-11
ENSG00000138709.17,0.344215839,5.59E-08
ENSG00000155506.16,0.251805847,1.92E-06
ENSG00000162511.7,0.642814218,5.24E-10
ENSG00000104341.16,0.832434133,2.29E-09
ENSG00000002549.12,0.194635712,0.011115371
ENSG00000147036.11,-1.384770294,2.04E-26
ENSG00000115365.11,-0.485741296,3.09E-14
ENSG00000134248.13,0.388256623,4.68E-15
ENSG00000188186.10,0.487947478,2.22E-09
ENSG00000109270.12,-0.083453891,0.207145881
ENSG00000116586.11,1.301230607,5.15E-53
ENSG00000149357.9,0.212878312,0.000110741
ENSG00000125869.9,2.988823183,1.55E-36
ENSG00000078081.7,1.08055414,7.33E-07
ENSG00000005893.15,0.142134234,0.029720316
ENSG00000185896.10,0.077343759,0.265813319
ENSG00000050555.17,-1.416425486,1.30E-20
ENSG00000058085.14,-1.825931478,4.25E-24
ENSG00000135862.5,-1.159304225,9.51E-48
ENSG00000091128.12,-0.800703824,9.65E-11
ENSG00000196878.12,-2.288194863,3.34E-53
ENSG00000172037.13,-0.720996787,7.11E-18
ENSG00000091136.13,-0.40965556,8.57E-06
ENSG00000130702.13,0.147800746,0.21827637
ENSG00000112769.18,-1.291735793,3.99E-50
ENSG00000053747.15,-2.522462929,2.01E-63
ENSG00000196569.11,-2.154066504,3.56E-57
ENSG00000101680.13,-1.455943444,4.98E-23
ENSG00000167531.6,-3.742135415,7.29E-38
ENSG00000167618.9,0.96894831,1.58E-06
ENSG00000167613.15,-0.510072493,2.97E-07
ENSG00000196976.6,1.717044352,2.26E-53
ENSG00000089692.8,1.171691168,2.92E-10
ENSG00000159166.13,1.181151953,1.02E-07
ENSG00000147592.8,0.157561713,0.088135893
ENSG00000103642.11,0.339360546,1.40E-06
ENSG00000135413.8,-1.378048553,2.11E-05
ENSG00000135537.16,-0.133328824,0.024595532
ENSG00000179630.10,-0.273665662,0.000793616
ENSG00000270168.2,1.64684654,3.02E-11
ENSG00000262621.4,0.758148342,1.84E-05
ENSG00000154655.14,-1.96938695,1.49E-45
ENSG00000198945.7,-0.419529042,8.10E-09
ENSG00000100395.14,0.229355632,2.23E-07
ENSG00000185513.14,-0.780342611,1.87E-10
ENSG00000126790.11,-0.833686144,3.40E-40
ENSG00000087299.11,0.352102362,3.68E-06
ENSG00000240563.1,-0.365898644,0.14578225
ENSG00000198910.12,-1.022020286,1.82E-06
ENSG00000115919.14,-0.259727599,0.249444925
ENSG00000105700.10,0.120527385,0.016106056
ENSG00000126777.17,-0.143796296,0.066491687
ENSG00000198841.3,0.311153537,1.93E-10
ENSG00000141068.13,-0.935528088,2.39E-25
ENSG00000188508.10,-0.99476122,7.32E-05
ENSG00000157992.12,1.106599696,5.47E-10
ENSG00000163463.11,0.796699364,1.82E-27
ENSG00000274749.1,-0.095112884,0.27125473
ENSG00000254997.3,0.539625372,0.001800231
ENSG00000241233.2,0.49134606,0.002577596
ENSG00000244411.3,0.451951292,0.00742191
ENSG00000205864.1,0.412594612,5.77E-11
ENSG00000241598.5,0.21704447,0.011910794
ENSG00000205867.3,0.869945806,0.000569118
ENSG00000204572.7,0.739331153,0.000142017
ENSG00000205869.2,1.195851199,1.55E-12
ENSG00000204880.7,0.114778992,0.062099659
ENSG00000240871.4,0.093259047,0.124589171
ENSG00000198090.3,0.085196404,0.235281587
ENSG00000212721.3,-0.145653535,0.051996486
ENSG00000198443.6,0.340299888,0.0041138
ENSG00000212901.3,0.549021867,0.000245606
ENSG00000214518.3,0.369199169,8.55E-07
ENSG00000187026.2,0.260822962,0.001647374
ENSG00000212725.3,0.148032383,0.01826684
ENSG00000184351.7,0.11705034,0.082120193
ENSG00000186860.4,0.444389485,1.31E-06
ENSG00000212657.1,-0.250681634,0.094733768
ENSG00000204887.4,-0.101199049,0.09435425
ENSG00000186971.3,-1.826897048,5.28E-33
ENSG00000182591.5,-0.118761832,0.149019619
ENSG00000188581.8,-0.869512558,6.63E-06
ENSG00000215454.5,0.245848039,0.00355935
ENSG00000212935.1,0.112387048,0.047455013
ENSG00000205445.3,-0.350135551,2.25E-05
ENSG00000189169.7,-0.093454074,0.060356809
ENSG00000171403.9,-1.740942021,1.87E-13
ENSG00000170442.11,1.173713956,2.92E-06
ENSG00000135443.8,0.258019547,0.150600787
ENSG00000170523.3,-1.146220701,3.70E-05
ENSG00000161850.2,-0.252022063,0.108681579
ENSG00000167767.13,0.871663554,4.03E-06
ENSG00000170421.11,2.248910591,3.15E-41
ENSG00000185640.5,-2.057171087,5.09E-19
ENSG00000189182.9,-1.35746895,2.43E-07
ENSG00000170454.5,1.35712427,3.52E-05
ENSG00000170484.9,-1.623701485,4.93E-16
ENSG00000186049.8,0.315811122,0.049774096
ENSG00000139648.6,0.215557333,0.217640396
ENSG00000170465.9,-1.792019849,5.79E-09
ENSG00000185479.5,-2.046837141,1.02E-09
ENSG00000205420.10,-1.273121426,0.000484155
ENSG00000186081.11,-3.755334147,3.61E-45
ENSG00000204889.10,-1.508309799,1.63E-12
ENSG00000170477.12,-0.678278752,0.087909139
ENSG00000196859.7,-0.887453806,3.81E-06
ENSG00000171360.3,0.287129558,0.014780942
ENSG00000108417.3,2.045682209,7.23E-32
ENSG00000126337.13,0.866314318,1.41E-10
ENSG00000197079.8,0.502308012,1.35E-05
ENSG00000131737.5,0.688268569,2.22E-10
ENSG00000131738.9,-0.294088731,0.128425723
ENSG00000108759.3,-0.79580271,0.000943006
ENSG00000094796.4,1.334859672,1.24E-05
ENSG00000186442.7,1.048012163,3.49E-27
ENSG00000171446.6,-0.4159414,0.022186378
ENSG00000204897.6,-0.42690103,1.51E-05
ENSG00000108244.16,-0.753167024,0.007593602
ENSG00000213424.8,-1.749858067,3.19E-16
ENSG00000171431.3,0.415799681,0.021593704
ENSG00000172867.3,0.916269198,1.46E-06
ENSG00000171345.13,2.493508062,2.11E-30
ENSG00000111057.10,2.05238981,4.64E-36
ENSG00000128422.15,-2.694768416,1.96E-23
ENSG00000186832.8,-1.387782896,6.90E-06
ENSG00000171346.13,-2.244621056,2.62E-19
ENSG00000186847.5,-4.057983958,1.89E-47
ENSG00000171401.14,-1.107687961,0.001776119
ENSG00000186395.6,0.561200643,1.08E-08
ENSG00000167768.4,-1.035939075,5.62E-05
ENSG00000111615.12,-0.158043874,0.009122018
ENSG00000001631.14,-0.181778737,0.001455853
ENSG00000129347.19,0.528968252,1.65E-15
ENSG00000131650.13,3.575399694,2.75E-38
ENSG00000183762.12,-0.853629294,1.44E-24
ENSG00000172086.7,-0.318942985,2.42E-07
ENSG00000147121.15,-0.524816592,5.68E-26
ENSG00000240747.7,-1.633691779,1.03E-20
ENSG00000184619.3,-0.858479553,1.13E-17
ENSG00000133703.11,0.53932648,5.91E-14
ENSG00000118162.13,0.769568926,3.54E-21
ENSG00000203786.6,0.221452089,0.072505417
ENSG00000108424.9,0.286434051,5.62E-08
ENSG00000185467.7,1.66686044,2.99E-14
ENSG00000196911.9,-1.049929278,6.72E-51
ENSG00000102753.9,-0.226742875,0.000135975
ENSG00000182481.8,1.907646631,3.04E-53
ENSG00000114030.12,0.170817183,0.001117528
ENSG00000184445.11,0.957902306,5.64E-27
ENSG00000128944.13,1.086233603,1.30E-37
ENSG00000103550.13,1.004103304,4.69E-55
ENSG00000113889.11,0.469861426,6.38E-06
ENSG00000162456.9,0.550135025,2.18E-09
ENSG00000005483.19,-0.447934317,1.20E-10
ENSG00000167548.14,-0.164104193,0.047138325
ENSG00000055609.17,-0.440850295,1.31E-08
ENSG00000272333.5,0.329060645,1.04E-07
ENSG00000118058.20,-0.834414862,3.05E-33
ENSG00000117009.11,1.33411846,2.45E-10
ENSG00000213809.8,-0.773787078,3.27E-06
ENSG00000188883.4,1.27200671,9.43E-07
ENSG00000139187.9,-0.592208512,3.58E-07
ENSG00000256797.1,0.137095099,0.253581134
ENSG00000150045.11,-1.751761924,2.38E-30
ENSG00000134539.16,-0.839460219,4.25E-09
ENSG00000255819.6,-1.316513496,2.93E-11
ENSG00000183542.5,-0.669615162,0.002595659
ENSG00000205810.8,0.405499954,0.102253889
ENSG00000134545.13,-1.350152132,8.14E-15
ENSG00000111796.3,-1.174152523,1.27E-13
ENSG00000227268.3,-0.779732072,1.73E-19
ENSG00000164344.15,-1.082950061,1.06E-14
ENSG00000269741.5,-0.333774443,0.234601805
ENSG00000129455.15,-3.053039302,3.24E-27
ENSG00000169035.11,-3.464586258,1.55E-32
ENSG00000167755.13,-2.731589791,1.59E-19
ENSG00000167754.12,-3.459767065,5.34E-30
ENSG00000167749.11,2.4113772,2.22E-17
ENSG00000142515.14,-2.92056898,5.67E-27
ENSG00000167751.12,-1.234599056,3.71E-07
ENSG00000174562.13,0.201266266,0.127281922
ENSG00000129437.9,-1.363187034,5.93E-08
ENSG00000167759.12,-2.02838643,4.61E-15
ENSG00000186474.15,-0.587731446,0.114228189
ENSG00000167757.13,-2.872316629,2.20E-17
ENSG00000129451.11,-2.51005714,9.49E-18
ENSG00000167748.10,-0.983671431,5.06E-07
ENSG00000198642.6,-0.275763039,0.000389493
ENSG00000145332.13,-0.376369704,2.33E-09
ENSG00000122550.17,-0.349419438,1.14E-07
ENSG00000172578.11,0.334606416,0.016337387
ENSG00000109790.16,-0.484911378,3.54E-08
ENSG00000157119.11,-0.828236194,4.13E-06
ENSG00000102271.13,-2.009701587,6.85E-53
ENSG00000175946.8,1.505305439,1.48E-13
ENSG00000135686.12,-0.955705471,1.99E-56
ENSG00000149243.15,1.496524214,1.24E-21
ENSG00000185915.5,-0.348025409,0.218151586
ENSG00000186231.16,-1.378010877,4.53E-24
ENSG00000168427.8,-2.547559035,9.70E-60
ENSG00000146021.14,-1.418395953,4.03E-57
ENSG00000179454.13,-0.226678111,0.010447882
ENSG00000114796.15,-0.546989578,1.38E-15
ENSG00000099910.16,0.088281903,0.251181796
ENSG00000162413.16,-1.263337042,2.00E-72
ENSG00000076321.10,-0.489911853,3.16E-16
